Actual_Load,Predicted_Load,Absolute_Error
0.0553474891727752,0.06869685,0.013349359875362468
-0.0059574643260369,0.0069269156,0.012884379934383362
0.0034708790483887,-0.0056715584,0.009142437484395007
0.028870543444887,0.029631102,0.0007605590127555545
0.0498603734837059,0.050560243,0.0006998699440475473
-0.0173849069339299,-0.011608743,0.0057761638251209065
0.0059535705684696,0.006147231,0.00019366040686027552
0.0166342974538163,0.012049035,0.004585262284632092
-0.0386765836142913,-0.027465016,0.011211567964495767
0.0123834141734175,0.008418142,0.00396527230917733
-0.0284114612679547,-0.027749898,0.0006615633558100381
0.0281301999792468,0.023060614,0.005069585736097042
-0.0486167008032998,-0.026445864,0.022170837034841434
0.0277556924227216,0.017807672,0.009948020622465824
0.0148804322017331,0.011164919,0.0037155136598248355
0.0725083555585227,0.07014564,0.002362718761571403
0.065617204379854,0.06597181,0.0003546022655393777
-0.0069658281486113,0.013054585,0.020020413232930415
0.0413744064662021,0.035953056,0.005421350398973783
0.0527814508232104,0.046271436,0.006510014906786606
0.0624905100491812,0.05431948,0.008171031477766252
-0.026877869998716,-0.039943885,0.013066015059448596
-0.0162274498868421,-0.0138802705,0.002347179353578418
-0.0230131339403443,-0.014908229,0.008104904939477887
0.0478606522166885,0.044245157,0.003615494825855596
-0.0361195580798196,-0.037055783,0.0009362248939467285
0.0200877563682336,0.0050921557,0.014995600714250247
-0.0463741659831272,-0.07052724,0.02415307465083734
-0.0086384123283089,-0.007039419,0.001598993418610176
-0.0332449176389809,-0.038590495,0.005345576904333078
0.0331769811662184,0.014897478,0.01827950335315335
-0.0229132907351178,-0.011878632,0.011034658726088411
0.0212336270954038,0.028097339,0.00686371187907206
0.0761082548827678,0.078253016,0.0021447609930485417
-0.0140024979430028,-0.013156613,0.0008458846079894104
0.0213854244017263,0.013241379,0.00814404581126171
0.0220062433915864,0.01451684,0.007489403634024717
0.0247329005412446,0.011531428,0.013201472107289884
-0.0193477374266636,-0.011178397,0.008169340784455501
-0.0270085576062858,-0.015341154,0.01166740330660938
